age,income,account_balance,existing_loans,marital_status,employment_status,education_level,debt_to_income_ratio,home_ownership,employment_duration,loan_purpose,state,dependents,annual_expenses,applied_for_home_loan
57,83811,68754,2,Married,Unemployed,High School,46.09,Own,22,Education,FL,4,62488,0
52,55103,43844,4,Married,Self-Employed,High School,13.66,Own,16,Home Loan,FL,3,91075,0
49,72689,60215,0,Married,Self-Employed,Bachelor's,19.51,Mortgage,29,Education,FL,3,82279,1
30,61775,73180,3,Single,Unemployed,Master's,23.91,Mortgage,21,Home Loan,FL,3,34504,0
41,127927,17478,0,Divorced,Self-Employed,Master's,28.57,Rent,6,Personal,CA,0,71170,1
56,50745,37943,3,Single,Unemployed,High School,23.09,Mortgage,15,Personal,FL,1,21678,0
28,127080,28037,3,Divorced,Self-Employed,High School,42.92,Mortgage,1,Education,AZ,1,95273,0
38,86765,37360,4,Married,Unemployed,Bachelor's,46.46,Own,7,Home Loan,CA,1,56479,0
56,102248,44223,4,Single,Employed,Bachelor's,39.94,Mortgage,27,Auto Loan,CA,4,30439,0
48,133561,81056,2,Single,Unemployed,Bachelor's,44.12,Rent,19,Personal,CA,4,81710,0
36,50040,72041,1,Divorced,Self-Employed,Master's,26.35,Rent,17,Personal,AZ,0,60430,0
31,125385,87558,0,Single,Self-Employed,Master's,34.48,Mortgage,6,Education,CA,2,42139,1
42,113226,74076,1,Married,Employed,Bachelor's,48.94,Rent,7,Personal,CA,2,55408,0
47,147181,85874,0,Married,Self-Employed,High School,26.49,Mortgage,28,Home Loan,AZ,0,40386,1
38,81303,76551,0,Married,Employed,High School,31.38,Own,7,Auto Loan,AZ,1,25516,1
42,88902,53422,4,Single,Unemployed,Bachelor's,16.7,Mortgage,25,Auto Loan,FL,4,94567,0
41,133502,58387,4,Married,Employed,Master's,17.65,Own,1,Auto Loan,AZ,4,78949,0
30,140906,56183,0,Married,Self-Employed,High School,16.53,Rent,7,Personal,CA,0,23287,1
41,30190,63229,4,Single,Unemployed,Master's,19.27,Mortgage,1,Personal,FL,3,65579,0
41,53127,19648,1,Divorced,Unemployed,Master's,42.31,Rent,8,Auto Loan,FL,3,89947,0
26,102747,5724,0,Married,Unemployed,Master's,14.11,Mortgage,7,Home Loan,CA,4,70091,0
34,130185,33743,0,Single,Self-Employed,Master's,19.12,Rent,10,Home Loan,AZ,4,24896,1
45,134838,58063,1,Married,Employed,Master's,49.2,Own,15,Home Loan,FL,4,66342,0
50,48016,10161,2,Married,Employed,Master's,47.6,Rent,13,Education,CA,2,50599,0
52,46882,40776,0,Divorced,Unemployed,Master's,15.9,Mortgage,16,Education,AZ,2,26310,0
36,100989,92516,2,Single,Self-Employed,Bachelor's,33.38,Own,2,Education,FL,1,31319,0
46,72500,74565,3,Single,Self-Employed,Master's,31.37,Mortgage,29,Auto Loan,CA,2,21828,0
58,146137,39630,2,Single,Unemployed,Master's,31.68,Mortgage,26,Personal,AZ,1,39925,0
30,109974,97294,1,Single,Self-Employed,High School,14.35,Mortgage,13,Personal,CA,0,79992,1
47,97348,46356,0,Single,Employed,Bachelor's,20.98,Own,8,Auto Loan,CA,2,20423,1
48,87797,34376,1,Single,Self-Employed,Bachelor's,36.32,Rent,15,Auto Loan,FL,1,31888,1
49,48408,79457,0,Divorced,Unemployed,Master's,28.06,Mortgage,5,Education,AZ,2,52628,0
42,54463,13565,4,Divorced,Self-Employed,High School,14.98,Mortgage,16,Home Loan,CA,1,49892,0
35,149831,20809,0,Married,Employed,Master's,47.57,Own,3,Personal,FL,3,71282,0
27,63318,57424,2,Divorced,Self-Employed,High School,27.06,Rent,4,Education,CA,0,29729,0
27,124349,92861,0,Single,Employed,High School,16.51,Own,20,Education,AZ,0,41063,0
47,71601,63467,0,Single,Employed,Bachelor's,33.2,Own,29,Education,FL,0,23769,1
25,128022,50493,2,Divorced,Unemployed,High School,16.03,Rent,13,Personal,FL,2,63706,0
46,115793,54153,1,Single,Self-Employed,Master's,28.48,Own,10,Education,AZ,3,32976,1
56,34703,44630,3,Married,Employed,Bachelor's,42.17,Mortgage,28,Home Loan,AZ,3,46710,0
27,104904,92256,1,Divorced,Self-Employed,Bachelor's,49.22,Mortgage,27,Personal,AZ,1,91330,0
50,77662,18878,1,Married,Employed,Bachelor's,19.62,Own,22,Education,AZ,4,36574,1
51,49009,91443,4,Single,Self-Employed,Bachelor's,17.18,Rent,10,Home Loan,CA,0,21605,0
26,111187,38170,4,Single,Self-Employed,High School,27.35,Mortgage,23,Auto Loan,FL,3,92608,0
38,63334,6004,0,Divorced,Employed,Master's,14.03,Rent,29,Home Loan,CA,3,41489,0
50,75933,48148,1,Married,Self-Employed,Bachelor's,44.57,Rent,24,Home Loan,CA,1,33840,0
42,90797,28732,0,Married,Employed,Bachelor's,41.65,Rent,2,Auto Loan,CA,2,37815,0
40,90063,82266,1,Single,Self-Employed,Bachelor's,43.98,Own,6,Personal,FL,2,39614,0
37,79775,93007,4,Divorced,Employed,Master's,46.0,Mortgage,23,Home Loan,CA,3,71323,0
46,104550,86915,0,Single,Employed,Master's,27.06,Own,9,Personal,FL,4,28288,1
48,47386,6210,3,Married,Unemployed,Master's,46.66,Mortgage,17,Personal,CA,1,32428,0
31,128675,63421,1,Married,Unemployed,High School,21.73,Mortgage,14,Auto Loan,AZ,2,56928,0
32,43587,28849,0,Single,Employed,Master's,24.29,Own,3,Home Loan,AZ,0,65817,0
40,62070,81509,1,Single,Self-Employed,Bachelor's,44.58,Rent,9,Personal,CA,0,27672,0
39,63918,96513,1,Single,Self-Employed,Master's,44.76,Own,17,Personal,FL,4,93010,0
46,125701,99744,1,Single,Employed,High School,38.87,Rent,18,Personal,CA,4,48857,1
27,46166,44538,4,Divorced,Employed,Master's,16.4,Own,4,Home Loan,FL,1,82539,0
56,50826,58310,0,Single,Unemployed,Bachelor's,31.88,Rent,4,Home Loan,CA,0,47526,0
31,145276,92037,3,Married,Employed,High School,16.02,Rent,15,Auto Loan,AZ,3,53843,0
43,135782,45015,0,Married,Employed,High School,27.46,Mortgage,25,Personal,CA,4,80857,1
41,102361,70646,0,Single,Self-Employed,High School,31.19,Own,6,Home Loan,CA,2,31922,1
48,108196,4343,2,Single,Unemployed,Master's,16.17,Mortgage,5,Home Loan,FL,2,35436,0
50,116690,79045,1,Married,Employed,Master's,11.45,Own,9,Home Loan,AZ,0,13365,1
31,144281,53109,1,Married,Self-Employed,Master's,26.0,Rent,5,Home Loan,FL,4,37509,1
45,126433,98286,1,Single,Employed,Master's,24.37,Own,17,Home Loan,FL,3,30808,1
30,145424,81002,0,Single,Self-Employed,High School,31.02,Rent,7,Personal,AZ,3,45109,1
47,35861,20216,0,Single,Unemployed,Master's,40.36,Own,3,Personal,FL,0,50337,0
49,140111,90455,2,Single,Unemployed,Bachelor's,39.61,Mortgage,5,Personal,AZ,1,92780,0
40,57086,12200,1,Married,Self-Employed,Bachelor's,36.72,Own,11,Education,FL,4,65725,0
43,140057,76207,0,Married,Employed,Master's,26.16,Own,6,Home Loan,CA,3,46790,1
25,111719,76417,1,Married,Self-Employed,Master's,20.02,Mortgage,20,Home Loan,AZ,1,54900,0
33,132861,44766,1,Single,Self-Employed,Bachelor's,31.43,Rent,10,Personal,FL,0,41758,1
48,76807,78440,0,Single,Employed,High School,33.19,Rent,10,Personal,CA,2,25491,1
48,60634,29013,0,Married,Employed,Bachelor's,29.36,Mortgage,17,Education,FL,4,78086,1
38,72009,71066,4,Divorced,Employed,High School,12.27,Own,23,Home Loan,CA,3,87301,0
46,43788,4985,4,Married,Unemployed,High School,37.06,Own,24,Home Loan,AZ,0,70565,0
35,113833,94772,1,Married,Employed,Master's,24.44,Own,17,Home Loan,CA,4,27818,1
34,39771,9892,3,Divorced,Employed,Master's,36.15,Rent,0,Home Loan,AZ,1,27367,0
41,97991,26088,4,Married,Self-Employed,High School,26.56,Own,7,Home Loan,FL,4,28842,0
33,74877,45425,0,Married,Self-Employed,Master's,20.8,Rent,9,Education,FL,0,15574,1
39,112868,93279,0,Single,Self-Employed,Bachelor's,26.39,Own,3,Home Loan,AZ,3,29784,1
49,70972,25640,0,Single,Self-Employed,High School,48.99,Rent,30,Education,AZ,1,34767,0
26,69973,92793,3,Married,Employed,Bachelor's,49.9,Mortgage,2,Education,FL,1,27646,0
48,66730,85162,1,Married,Self-Employed,Master's,27.33,Rent,3,Education,FL,3,18240,1
45,109733,72809,1,Married,Employed,Bachelor's,44.15,Mortgage,23,Education,FL,3,37737,0
32,73998,2073,4,Single,Self-Employed,Master's,16.63,Rent,15,Personal,AZ,4,47176,0
43,128434,61903,0,Married,Employed,High School,24.57,Own,18,Home Loan,FL,3,31550,1
52,46106,73823,1,Divorced,Employed,Master's,10.59,Own,11,Education,FL,4,52413,0
48,98715,47112,0,Married,Employed,Master's,34.41,Own,29,Education,AZ,0,68048,1
45,59377,8337,2,Divorced,Unemployed,High School,35.12,Own,16,Home Loan,FL,3,92321,0
29,85626,52120,1,Divorced,Self-Employed,Master's,49.25,Mortgage,26,Personal,FL,0,57023,0
43,43714,72368,1,Single,Employed,High School,11.66,Own,8,Education,CA,3,53755,0
36,81024,80869,0,Single,Employed,Master's,38.47,Own,14,Home Loan,CA,3,31170,1
48,62159,32960,0,Married,Employed,Master's,31.18,Own,6,Personal,FL,0,19380,1
27,116291,28697,0,Married,Self-Employed,Master's,35.75,Mortgage,17,Auto Loan,AZ,4,67612,0
40,71709,34376,4,Single,Employed,High School,47.37,Rent,6,Home Loan,CA,0,30866,0
41,99796,95687,0,Single,Self-Employed,High School,16.82,Mortgage,9,Home Loan,CA,2,70505,1
28,47227,45130,2,Divorced,Unemployed,Master's,49.58,Rent,20,Education,CA,3,97346,0
58,91002,53710,1,Single,Employed,Bachelor's,27.56,Own,6,Home Loan,FL,1,33254,0
41,118872,13743,3,Single,Employed,High School,49.55,Mortgage,14,Auto Loan,CA,0,90598,0
32,141250,61815,1,Married,Self-Employed,Master's,20.74,Rent,12,Education,CA,0,29289,1
31,73474,97159,0,Married,Self-Employed,Bachelor's,32.1,Rent,27,Education,AZ,4,79811,1
42,110635,38583,2,Single,Unemployed,High School,16.58,Mortgage,9,Auto Loan,CA,3,24034,0
43,88824,26935,0,Single,Unemployed,High School,44.89,Mortgage,5,Home Loan,CA,0,96826,0
52,109295,35083,4,Single,Unemployed,High School,13.82,Rent,18,Personal,FL,3,74762,0
35,137871,63945,1,Single,Self-Employed,High School,35.18,Own,22,Auto Loan,FL,3,95485,1
43,77908,49875,2,Married,Self-Employed,High School,17.92,Mortgage,19,Education,CA,2,39574,0
34,121619,74320,0,Single,Self-Employed,Bachelor's,37.05,Rent,11,Personal,CA,2,45057,1
46,107523,43274,0,Divorced,Unemployed,Bachelor's,45.78,Own,4,Home Loan,CA,4,59053,0
34,143982,91884,0,Single,Employed,Bachelor's,40.04,Own,0,Auto Loan,CA,3,43940,0
58,117947,56930,2,Single,Employed,Bachelor's,32.2,Rent,24,Home Loan,AZ,1,30639,0
39,141309,56544,0,Married,Self-Employed,Master's,27.32,Own,6,Education,FL,3,38603,1
35,119722,97201,0,Single,Unemployed,High School,45.39,Own,18,Auto Loan,CA,3,39474,0
48,113778,72365,3,Married,Unemployed,Bachelor's,28.31,Own,22,Education,AZ,3,55613,0
35,39515,13185,3,Divorced,Unemployed,Bachelor's,15.19,Rent,12,Personal,CA,1,82520,0
27,144431,64202,4,Married,Unemployed,Bachelor's,47.31,Own,3,Auto Loan,FL,1,58731,0
53,72227,75395,4,Married,Self-Employed,Master's,33.27,Mortgage,13,Home Loan,AZ,2,60799,0
39,75047,95614,0,Single,Self-Employed,Master's,21.65,Rent,6,Education,FL,4,16249,1
39,108903,78484,3,Divorced,Self-Employed,High School,21.6,Own,24,Personal,FL,2,82757,0
49,102545,50223,1,Married,Self-Employed,High School,46.66,Rent,31,Education,FL,1,47848,0
32,42288,52374,3,Divorced,Unemployed,Master's,33.95,Rent,24,Auto Loan,FL,1,43907,0
28,45847,92111,4,Divorced,Unemployed,High School,49.61,Own,8,Auto Loan,AZ,1,76075,0
40,85358,72078,1,Married,Self-Employed,High School,43.3,Own,11,Home Loan,CA,0,36957,0
40,101944,81892,0,Single,Self-Employed,Master's,35.03,Own,17,Education,FL,1,35709,1
52,104677,8176,3,Single,Employed,Bachelor's,21.77,Rent,8,Home Loan,CA,4,21833,0
38,62897,67968,1,Single,Self-Employed,High School,38.65,Mortgage,22,Personal,AZ,4,82568,1
37,140340,88336,0,Married,Employed,Bachelor's,13.03,Own,8,Personal,FL,3,18285,1
47,71462,15216,0,Single,Employed,High School,28.74,Rent,13,Auto Loan,CA,3,20540,1
47,119125,49034,0,Divorced,Unemployed,Master's,45.21,Own,4,Education,FL,1,87198,0
57,42989,97966,1,Married,Self-Employed,Bachelor's,26.74,Rent,16,Home Loan,FL,3,98053,0
46,120814,54911,2,Married,Self-Employed,Master's,14.93,Own,10,Personal,CA,4,54203,0
38,143280,36679,0,Married,Employed,Bachelor's,14.97,Rent,17,Auto Loan,CA,1,21444,1
49,148538,70986,1,Married,Employed,Master's,12.29,Rent,21,Auto Loan,CA,1,18248,1
48,50154,63087,1,Single,Employed,Bachelor's,21.34,Own,21,Personal,FL,3,31605,0
40,142785,69558,0,Single,Employed,High School,28.46,Rent,17,Personal,FL,3,45099,1
55,67451,67088,2,Divorced,Unemployed,Master's,16.87,Mortgage,4,Auto Loan,FL,3,84944,0
46,71926,60578,0,Single,Self-Employed,High School,19.3,Own,5,Auto Loan,FL,4,69273,1
43,116788,66301,1,Married,Self-Employed,Bachelor's,24.33,Rent,11,Auto Loan,AZ,4,28415,1
54,113031,75339,0,Divorced,Employed,High School,27.55,Own,29,Home Loan,CA,1,45909,0
41,69870,91380,0,Single,Self-Employed,Master's,45.26,Own,12,Personal,AZ,0,31620,0
25,128430,92704,1,Divorced,Employed,Master's,39.97,Rent,28,Home Loan,CA,1,91346,0
30,99615,26238,0,Married,Employed,Bachelor's,27.78,Own,12,Home Loan,AZ,2,27670,1
46,148453,60509,4,Married,Self-Employed,Master's,43.56,Mortgage,15,Education,FL,0,58371,0
35,105963,87791,3,Divorced,Employed,Bachelor's,11.63,Rent,27,Home Loan,CA,1,28059,0
29,98502,38299,4,Divorced,Employed,Bachelor's,30.45,Own,10,Auto Loan,CA,0,80555,0
43,101306,93460,3,Divorced,Unemployed,Bachelor's,28.64,Rent,13,Personal,CA,1,34301,0
34,96254,43664,1,Single,Self-Employed,Master's,39.1,Rent,5,Home Loan,AZ,1,37639,1
40,62079,39021,4,Single,Employed,High School,44.45,Rent,10,Education,FL,0,83526,0
36,51774,67822,3,Single,Employed,Master's,29.64,Rent,27,Home Loan,CA,0,87456,0
29,65381,6341,3,Single,Employed,High School,45.77,Rent,2,Home Loan,FL,0,59406,0
46,93974,66042,0,Single,Self-Employed,Master's,34.57,Own,12,Education,FL,4,23873,1
54,84952,98019,0,Married,Self-Employed,High School,20.56,Mortgage,11,Personal,AZ,3,96876,0
36,69301,1025,1,Divorced,Unemployed,Bachelor's,31.06,Mortgage,28,Education,CA,2,70622,0
40,95139,9552,1,Divorced,Employed,Bachelor's,24.75,Own,15,Personal,AZ,4,28433,0
36,106978,32750,0,Divorced,Self-Employed,High School,34.22,Mortgage,10,Personal,FL,3,60901,1
37,52549,84562,3,Single,Unemployed,Master's,15.24,Own,27,Education,CA,2,21408,0
45,85866,74211,1,Married,Self-Employed,Master's,21.04,Rent,22,Personal,FL,1,18070,1
39,100494,39548,0,Married,Self-Employed,High School,37.1,Rent,4,Auto Loan,AZ,3,37280,1
35,76439,92923,0,Single,Self-Employed,Bachelor's,23.74,Rent,7,Auto Loan,FL,3,18143,1
27,146162,36548,2,Single,Unemployed,Bachelor's,27.12,Own,13,Auto Loan,CA,2,28948,0
36,147118,27227,0,Divorced,Employed,High School,30.45,Mortgage,20,Personal,AZ,4,54185,1
53,59756,31921,1,Divorced,Unemployed,High School,26.16,Own,20,Home Loan,AZ,2,96671,0
47,70756,79508,2,Divorced,Self-Employed,High School,26.25,Mortgage,12,Auto Loan,CA,4,98529,0
37,102179,176,2,Married,Employed,High School,32.09,Rent,14,Auto Loan,CA,1,93811,0
29,78576,46726,0,Single,Employed,Master's,41.2,Mortgage,3,Home Loan,FL,2,65283,0
34,131810,57236,0,Single,Self-Employed,Master's,25.94,Rent,11,Personal,CA,1,34192,1
31,88102,14145,3,Married,Self-Employed,Bachelor's,22.09,Own,2,Personal,AZ,4,71763,0
44,88436,80435,3,Single,Unemployed,High School,14.0,Own,10,Education,AZ,2,57607,0
32,35549,98586,3,Divorced,Employed,Bachelor's,49.27,Rent,3,Auto Loan,CA,1,57212,0
32,68268,89727,1,Married,Self-Employed,Bachelor's,33.47,Rent,14,Education,AZ,1,22847,1
37,81102,90053,1,Single,Employed,Master's,41.1,Own,2,Personal,FL,2,33329,0
42,46646,47131,4,Divorced,Unemployed,Bachelor's,10.24,Mortgage,10,Auto Loan,FL,1,21325,0
58,61817,37206,2,Married,Employed,Bachelor's,15.07,Rent,27,Personal,FL,4,48936,0
34,137983,47137,2,Divorced,Employed,Bachelor's,10.55,Rent,24,Education,AZ,1,70561,0
39,62389,8065,2,Married,Employed,Master's,15.59,Rent,5,Education,CA,0,54728,0
38,66532,67232,1,Single,Employed,Master's,39.69,Own,12,Personal,CA,2,26408,1
55,124802,17064,1,Divorced,Unemployed,Master's,21.37,Own,5,Education,AZ,1,59951,0
26,141743,72136,4,Married,Employed,High School,18.93,Mortgage,4,Auto Loan,AZ,2,29121,0
33,52063,498,1,Divorced,Unemployed,Master's,20.09,Own,13,Auto Loan,AZ,1,80675,0
27,61987,88964,1,Single,Unemployed,Bachelor's,47.59,Mortgage,13,Auto Loan,CA,2,98754,0
39,131228,99179,1,Single,Employed,High School,40.37,Rent,2,Home Loan,CA,2,52981,0
41,95147,57605,1,Single,Self-Employed,Bachelor's,43.58,Own,16,Home Loan,FL,4,41465,0
56,128929,27412,3,Married,Unemployed,High School,26.36,Own,26,Home Loan,CA,3,81722,0
50,149783,35711,0,Married,Self-Employed,High School,17.1,Own,20,Auto Loan,AZ,3,25610,1
45,44758,36015,4,Divorced,Self-Employed,High School,11.19,Mortgage,6,Personal,AZ,1,63184,0
43,97528,5589,0,Married,Unemployed,Master's,19.31,Rent,25,Education,AZ,4,58751,0
40,55933,39796,2,Divorced,Self-Employed,High School,35.66,Rent,7,Auto Loan,CA,4,96825,0
45,115175,53069,0,Married,Unemployed,Master's,32.7,Rent,7,Home Loan,FL,1,26222,0
43,76407,74990,4,Married,Self-Employed,High School,30.9,Mortgage,14,Home Loan,FL,4,86632,0
48,106597,54075,0,Married,Unemployed,Master's,30.8,Mortgage,29,Education,FL,2,37872,0
49,148500,77445,1,Single,Employed,Bachelor's,44.45,Own,28,Personal,CA,0,66001,0
46,61742,27362,1,Single,Self-Employed,High School,19.5,Rent,5,Education,CA,2,12037,1
28,136265,18096,1,Married,Employed,Master's,33.14,Rent,2,Education,AZ,2,21162,0
43,60980,86855,0,Single,Employed,High School,38.56,Rent,12,Home Loan,FL,2,23512,1
29,51991,62855,4,Married,Employed,Bachelor's,15.13,Rent,28,Education,AZ,3,42263,0
43,83913,81628,1,Married,Self-Employed,Master's,28.74,Own,6,Home Loan,CA,1,24120,1
45,77268,41737,3,Married,Employed,Master's,28.84,Rent,1,Education,CA,3,88395,0
43,103612,80637,4,Married,Unemployed,High School,47.11,Mortgage,4,Personal,CA,3,70998,0
38,62175,65463,2,Single,Self-Employed,Bachelor's,28.4,Rent,18,Personal,AZ,3,94720,0
31,129230,92708,1,Single,Self-Employed,Bachelor's,18.71,Rent,8,Personal,FL,1,24179,1
31,81067,49464,0,Single,Employed,Bachelor's,34.6,Own,13,Home Loan,FL,0,28051,1
58,116008,77222,3,Single,Self-Employed,Master's,34.88,Own,3,Personal,FL,3,50591,0
49,57203,14762,0,Single,Self-Employed,Bachelor's,46.99,Rent,17,Auto Loan,CA,3,62451,0
49,49348,91653,4,Married,Employed,Bachelor's,17.51,Mortgage,6,Home Loan,FL,2,71527,0
55,46370,32449,3,Single,Unemployed,Master's,38.54,Own,13,Personal,AZ,3,58910,0
32,136484,25211,1,Single,Unemployed,High School,46.55,Mortgage,25,Auto Loan,FL,2,95700,0
37,95425,65704,1,Married,Employed,Bachelor's,23.31,Own,14,Home Loan,FL,4,22248,1
30,145123,56412,2,Married,Unemployed,Bachelor's,28.95,Mortgage,25,Education,AZ,0,72868,0
44,69856,45013,1,Married,Employed,High School,19.07,Own,11,Auto Loan,FL,4,13321,1
31,121206,85529,1,Married,Employed,Master's,37.62,Own,7,Personal,CA,4,51461,1
35,85573,59476,0,Married,Employed,Master's,34.83,Own,6,Education,AZ,0,29803,1
42,97472,90956,1,Married,Self-Employed,Bachelor's,32.29,Rent,9,Education,CA,2,31469,1
46,120456,72686,4,Single,Employed,Bachelor's,24.3,Rent,2,Home Loan,AZ,0,81068,0
40,38611,1504,3,Divorced,Employed,Master's,20.43,Own,1,Personal,AZ,3,55365,0
39,91939,51454,1,Divorced,Self-Employed,Master's,32.62,Own,11,Auto Loan,FL,4,98518,1
50,126554,66955,1,Single,Self-Employed,Bachelor's,18.89,Own,2,Home Loan,FL,1,23908,1
43,76668,90932,4,Single,Unemployed,Master's,24.68,Mortgage,23,Education,CA,0,72873,0
58,98021,98286,4,Single,Self-Employed,High School,37.12,Own,4,Personal,FL,0,93001,0
26,65308,17765,2,Married,Employed,Master's,23.92,Rent,5,Home Loan,AZ,4,80196,0
43,88562,28722,0,Married,Self-Employed,High School,45.45,Own,19,Personal,AZ,1,40251,0
30,42904,73209,0,Divorced,Unemployed,Master's,11.64,Mortgage,13,Personal,FL,3,98332,0
30,127600,22475,1,Single,Employed,Master's,13.94,Rent,11,Auto Loan,CA,2,17791,1
43,89854,40506,1,Single,Unemployed,Bachelor's,15.26,Rent,5,Personal,CA,3,91388,0
48,35406,21248,1,Married,Employed,High School,43.55,Rent,24,Education,CA,3,95021,0
40,126989,33946,0,Single,Employed,Bachelor's,22.27,Own,13,Home Loan,FL,3,31419,1
55,88097,40689,2,Single,Employed,High School,11.69,Rent,24,Home Loan,FL,1,83714,0
38,133244,17220,0,Married,Employed,Master's,43.45,Mortgage,3,Personal,AZ,4,84739,0
40,76791,24342,0,Divorced,Unemployed,Bachelor's,49.12,Own,7,Home Loan,AZ,4,29746,0
27,93667,2215,3,Single,Unemployed,High School,44.35,Own,10,Education,CA,3,62233,0
36,134042,89669,0,Single,Employed,High School,31.36,Rent,17,Education,FL,3,42041,1
48,68437,92652,2,Single,Employed,Bachelor's,43.2,Rent,8,Home Loan,AZ,2,73217,0
51,30788,47398,4,Married,Self-Employed,High School,33.66,Mortgage,22,Education,AZ,2,81230,0
57,56838,87238,1,Married,Employed,Bachelor's,31.33,Own,1,Auto Loan,FL,3,77299,0
27,92816,71205,1,Married,Employed,High School,15.15,Mortgage,3,Auto Loan,CA,2,79540,0
48,133815,62140,0,Married,Self-Employed,Master's,13.62,Rent,10,Personal,FL,4,18232,1
46,127894,69350,1,Married,Self-Employed,Master's,32.58,Rent,8,Home Loan,AZ,2,41662,1
37,80671,90401,1,Married,Employed,Master's,40.82,Own,8,Education,FL,4,32933,0
30,66958,43374,0,Married,Self-Employed,Bachelor's,13.4,Own,20,Auto Loan,CA,2,51312,1
42,72751,96039,4,Married,Unemployed,High School,32.62,Rent,29,Personal,FL,1,65040,0
30,87572,67782,0,Single,Employed,Bachelor's,48.24,Own,3,Education,FL,1,42244,0
35,145851,24582,1,Single,Self-Employed,Bachelor's,31.86,Own,8,Personal,FL,1,46471,1
57,77875,42259,3,Married,Employed,Bachelor's,26.77,Own,23,Auto Loan,AZ,3,79975,0
41,86462,55519,0,Single,Employed,Bachelor's,16.0,Own,23,Home Loan,FL,3,13835,1
37,75519,17212,3,Divorced,Self-Employed,High School,48.34,Rent,8,Auto Loan,AZ,1,26544,0
31,104166,61218,1,Single,Self-Employed,Bachelor's,33.93,Mortgage,6,Home Loan,CA,4,34800,1
50,142775,32242,0,Single,Employed,Bachelor's,22.67,Own,8,Personal,FL,3,32362,1
48,131202,35019,1,Married,Self-Employed,High School,47.04,Own,22,Home Loan,AZ,1,61722,0
30,101678,90692,0,Married,Employed,Bachelor's,15.53,Own,11,Home Loan,CA,0,59882,1
36,79534,44709,4,Married,Employed,Bachelor's,42.62,Mortgage,6,Personal,FL,3,63819,0
27,135889,62260,2,Divorced,Self-Employed,High School,14.16,Own,27,Education,FL,1,47458,0
29,53077,38239,4,Married,Self-Employed,High School,43.64,Mortgage,21,Education,CA,1,79775,0
25,61945,34904,1,Divorced,Unemployed,High School,46.48,Rent,14,Education,CA,2,42357,0
45,127309,32801,0,Married,Self-Employed,Bachelor's,49.3,Rent,27,Auto Loan,CA,4,62762,0
